0.489;0.756;N;1.245
1.245;0.811;N;2.056
2.056;0.933;N;2.989
2.989;0.847;N;3.836
3.836;0.794;N;4.631
4.631;0.789;N;5.420
5.420;0.797;N;6.217
6.217;0.767;N;6.984
6.984;0.817;N;7.800
7.800;0.836;N;8.637
8.637;0.856;N;9.492
9.492;0.811;N;10.303
10.303;0.811;N;11.114
11.114;0.803;N;11.917
11.917;0.744;N;12.662
12.662;0.769;N;13.431
13.431;0.753;N;14.184
14.184;0.972;N;15.156
15.156;0.458;A;15.615
15.615;0.492;A;16.106
16.106;0.792;N;16.898
16.898;0.639;N;17.537
17.537;0.939;N;18.476
18.476;0.514;A;18.990
18.990;1.044;A;20.034
20.034;0.603;N;20.637
20.637;1.142;A;21.779
21.779;0.556;A;22.334
22.334;1.028;A;23.362
23.362;0.517;A;23.879
23.879;0.972;N;24.851
24.851;0.550;A;25.401
25.401;1.042;A;26.443
26.443;0.569;A;27.012
27.012;1.081;A;28.093
28.093;0.572;A;28.665
28.665;0.978;N;29.643
29.643;0.517;A;30.160
30.160;0.992;N;31.151
31.151;0.533;A;31.685
31.685;1.072;A;32.757
32.757;0.594;A;33.352
33.352;1.147;A;34.499
34.499;0.858;N;35.357
35.357;0.833;N;36.191
36.191;0.764;N;36.954
36.954;0.794;N;37.749
37.749;0.894;N;38.643
38.643;0.947;N;39.591
39.591;0.919;N;40.510
40.510;0.917;N;41.427
41.427;0.811;N;42.238
42.238;0.767;N;43.005
43.005;0.803;N;43.808
43.808;0.967;N;44.774
44.774;1.039;A;45.813
45.813;0.961;N;46.774
46.774;0.481;A;47.255
47.255;0.325;A;47.580
47.580;0.781;N;48.361
48.361;0.794;N;49.155
49.155;0.878;N;50.033
50.033;1.014;A;51.047
51.047;0.867;N;51.914
51.914;1.256;A;53.169
53.169;0.789;N;53.958
53.958;0.792;N;54.750
54.750;0.581;A;55.330
55.330;0.703;N;56.033
56.033;1.650;A;57.683
57.683;1.033;A;58.717
58.717;0.878;N;59.594
58.717;0.878;N;59.594
