1.008;1.094;A;2.103
2.103;1.144;A;3.247
3.247;1.172;A;4.420
4.420;1.122;A;5.542
5.542;1.069;A;6.611
6.611;1.086;A;7.698
7.698;1.142;A;8.839
8.839;1.172;A;10.012
10.012;1.158;A;11.170
11.170;1.092;A;12.262
12.262;1.111;A;13.373
13.373;1.111;A;14.484
14.484;1.150;A;15.634
15.634;1.117;A;16.751
16.751;1.086;A;17.837
17.837;1.089;A;18.926
18.926;1.089;A;20.015
20.015;1.158;A;21.173
21.173;1.206;A;22.379
22.379;1.167;A;23.546
23.546;1.100;A;24.646
24.646;1.119;A;25.765
25.765;1.158;A;26.923
26.923;1.200;A;28.124
28.124;0.661;N;28.785
28.785;1.536;A;30.321
30.321;1.083;A;31.404
31.404;1.086;A;32.490
32.490;1.131;A;33.621
33.621;1.133;A;34.754
34.754;1.083;A;35.838
35.838;1.092;A;36.929
36.929;1.100;A;38.030
38.030;1.167;A;39.196
39.196;1.192;A;40.388
40.388;1.181;A;41.569
41.569;1.119;A;42.688
42.688;1.122;A;43.810
43.810;1.164;A;44.974
44.974;1.203;A;46.177
46.177;1.153;A;47.330
47.330;1.072;A;48.402
48.402;1.064;A;49.466
49.466;1.117;A;50.583
50.583;1.161;A;51.744
51.744;1.092;A;52.836
52.836;1.097;A;53.933
53.933;1.081;A;55.014
55.014;1.114;A;56.128
56.128;1.167;A;57.294
57.294;1.181;A;58.475
58.475;1.178;A;59.653
58.475;1.178;A;59.653
