0.875;0.872;N;1.747
1.747;0.758;N;2.506
2.506;0.886;N;3.392
3.392;0.586;A;3.978
3.978;0.808;N;4.786
4.786;0.600;N;5.386
5.386;0.786;N;6.173
6.173;0.753;N;6.925
6.925;0.683;N;7.609
7.609;0.797;N;8.406
8.406;0.608;N;9.014
9.014;0.631;N;9.645
9.645;1.131;A;10.775
10.775;1.147;A;11.923
11.923;0.842;N;12.764
12.764;0.897;N;13.662
13.662;0.839;N;14.501
14.501;1.017;A;15.517
15.517;0.767;N;16.284
16.284;0.589;A;16.873
16.873;0.822;N;17.695
17.695;0.922;N;18.618
18.618;1.197;A;19.815
19.815;0.747;N;20.562
20.562;1.147;A;21.709
21.709;1.144;A;22.854
22.854;0.656;N;23.509
23.509;0.783;N;24.293
24.293;0.722;N;25.015
25.015;0.683;N;25.698
25.698;0.850;N;26.548
26.548;0.944;N;27.493
27.493;0.981;N;28.474
28.474;0.825;N;29.299
29.299;0.719;N;30.018
30.018;0.644;N;30.663
30.663;0.703;N;31.365
31.365;0.742;N;32.107
32.107;0.733;N;32.840
32.840;0.944;N;33.785
33.785;0.558;A;34.343
34.343;0.994;N;35.338
35.338;0.853;N;36.191
36.191;0.839;N;37.029
37.029;0.811;N;37.841
37.841;0.711;N;38.552
38.552;0.772;N;39.324
39.324;0.761;N;40.085
40.085;0.631;N;40.716
40.716;0.889;N;41.605
41.605;0.744;N;42.349
42.349;0.967;N;43.316
43.316;0.742;N;44.058
44.058;0.689;N;44.747
44.747;0.747;N;45.494
45.494;0.708;N;46.202
46.202;0.761;N;46.963
46.963;0.844;N;47.808
47.808;0.761;N;48.569
48.569;0.781;N;49.350
49.350;0.672;N;50.022
50.022;0.828;N;50.850
50.850;0.769;N;51.619
51.619;0.625;N;52.244
52.244;1.056;A;53.300
53.300;0.792;N;54.091
54.091;1.022;A;55.114
55.114;0.567;A;55.680
55.680;0.697;N;56.378
56.378;1.036;A;57.414
57.414;0.811;N;58.225
58.225;0.647;N;58.872
58.225;0.647;N;58.872
