0.181;0.728;N;0.908
0.908;1.453;A;2.361
2.361;0.678;N;3.039
3.039;1.414;A;4.453
4.453;0.647;N;5.100
5.100;1.447;A;6.548
6.548;0.697;N;7.245
7.245;1.439;A;8.684
8.684;0.683;N;9.367
9.367;1.389;A;10.756
10.756;0.653;N;11.409
11.409;1.514;A;12.923
12.923;0.700;N;13.623
13.623;1.445;A;15.067
15.067;0.664;N;15.731
15.731;1.422;A;17.154
17.154;0.686;N;17.840
17.840;1.478;A;19.318
19.318;0.700;N;20.018
20.018;1.414;A;21.432
21.432;0.656;N;22.087
22.087;1.389;A;23.476
23.476;0.714;N;24.190
24.190;1.447;A;25.637
25.637;0.692;N;26.329
26.329;1.347;A;27.676
27.676;0.689;N;28.365
28.365;1.367;A;29.732
29.732;0.694;N;30.426
30.426;1.422;A;31.849
31.849;0.689;N;32.538
32.538;1.383;A;33.921
33.921;0.667;N;34.588
34.588;1.389;A;35.977
35.977;0.733;N;36.710
36.710;0.453;A;37.163
37.163;0.986;N;38.149
38.149;0.800;N;38.949
38.949;0.322;A;39.271
39.271;0.392;A;39.663
39.663;0.722;N;40.385
40.385;0.625;N;41.010
41.010;0.406;A;41.416
41.416;0.342;A;41.757
41.757;0.247;A;42.005
42.005;0.350;A;42.355
42.355;0.372;A;42.727
42.727;0.411;A;43.138
43.138;0.353;A;43.491
43.491;0.453;A;43.944
43.944;0.750;N;44.694
44.694;0.397;A;45.091
45.091;0.486;A;45.577
45.577;0.247;A;45.824
45.824;0.361;A;46.185
46.185;0.306;A;46.491
46.491;0.294;A;46.785
46.785;0.256;A;47.041
47.041;0.333;A;47.374
47.374;0.611;N;47.986
47.986;0.383;A;48.369
48.369;0.336;A;48.705
48.705;0.267;A;48.972
48.972;0.239;A;49.211
49.211;0.272;A;49.483
49.483;0.300;A;49.783
49.783;0.214;A;49.997
49.997;0.264;A;50.261
50.261;0.467;A;50.727
50.727;1.606;A;52.333
52.333;0.689;N;53.022
53.022;1.408;A;54.430
54.430;0.689;N;55.119
55.119;0.386;A;55.505
55.505;0.381;A;55.886
55.886;0.919;N;56.805
56.805;0.236;A;57.042
57.042;0.317;A;57.358
57.358;0.303;A;57.661
57.661;0.233;A;57.894
57.894;0.317;A;58.211
58.211;0.350;A;58.561
58.561;0.322;A;58.883
58.883;0.278;A;59.161
59.161;0.325;A;59.486
59.486;0.514;A;60.000
59.486;0.514;A;60.000
