0.272;0.872;N;1.144
1.144;0.872;N;2.017
2.017;0.894;N;2.911
2.911;0.931;N;3.842
3.842;0.956;N;4.797
4.797;0.900;N;5.697
5.697;0.869;N;6.567
6.567;0.869;N;7.436
7.436;0.861;N;8.298
8.298;0.917;N;9.214
9.214;0.914;N;10.128
10.128;0.917;N;11.045
11.045;0.897;N;11.942
11.942;0.906;N;12.848
12.848;0.883;N;13.731
13.731;0.869;N;14.601
14.601;0.911;N;15.512
15.512;0.917;N;16.429
16.429;0.903;N;17.331
17.331;0.847;N;18.179
18.179;0.839;N;19.018
19.018;0.867;N;19.884
19.884;0.889;N;20.773
20.773;0.900;N;21.673
21.673;0.886;N;22.559
22.559;0.856;N;23.415
23.415;0.856;N;24.271
24.271;0.844;N;25.115
25.115;0.819;N;25.935
25.935;0.856;N;26.790
26.790;0.900;N;27.690
27.690;0.911;N;28.601
28.601;0.858;N;29.460
29.460;0.839;N;30.299
30.299;0.814;N;31.113
31.113;0.794;N;31.907
31.907;0.803;N;32.710
32.710;0.806;N;33.515
33.515;0.800;N;34.315
34.315;0.786;N;35.102
35.102;0.806;N;35.907
35.907;0.756;N;36.663
36.663;0.761;N;37.424
37.424;0.786;N;38.210
38.210;0.806;N;39.016
39.016;0.842;N;39.857
39.857;0.856;N;40.713
40.713;0.786;N;41.499
41.499;0.756;N;42.255
42.255;0.772;N;43.027
43.027;0.797;N;43.824
43.824;0.808;N;44.633
44.633;0.831;N;45.463
45.463;0.844;N;46.308
46.308;0.839;N;47.147
47.147;0.817;N;47.963
47.963;0.781;N;48.744
48.744;0.783;N;49.527
49.527;0.792;N;50.319
50.319;0.825;N;51.144
51.144;0.811;N;51.955
51.955;0.803;N;52.758
52.758;0.808;N;53.566
53.566;0.808;N;54.375
54.375;0.839;N;55.214
55.214;0.867;N;56.080
56.080;0.889;N;56.969
56.969;0.914;N;57.883
57.883;0.956;N;58.839
58.839;0.922;N;59.761
58.839;0.922;N;59.761
