0.200;0.536;A;0.736
0.736;0.614;N;1.350
1.350;0.433;A;1.783
1.783;0.664;N;2.447
2.447;0.597;A;3.045
3.045;0.600;N;3.645
3.645;0.803;N;4.447
4.447;0.644;N;5.092
5.092;0.583;A;5.675
5.675;0.614;N;6.289
6.289;0.719;N;7.009
7.009;0.669;N;7.678
7.678;0.661;N;8.339
8.339;0.719;N;9.059
9.059;0.606;N;9.664
9.664;0.583;A;10.248
10.248;0.467;A;10.714
10.714;0.858;N;11.573
11.573;0.639;N;12.212
12.212;0.594;A;12.806
12.806;0.639;N;13.445
13.445;0.831;N;14.276
14.276;0.664;N;14.940
14.940;0.744;N;15.684
15.684;0.547;A;16.231
16.231;0.733;N;16.965
16.965;0.756;N;17.720
17.720;1.044;A;18.765
18.765;0.575;A;19.340
19.340;0.664;N;20.004
20.004;0.633;N;20.637
20.637;0.564;A;21.201
21.201;0.625;N;21.826
21.826;1.547;A;23.373
23.373;0.750;N;24.123
24.123;0.575;A;24.698
24.698;0.631;N;25.329
25.329;0.867;N;26.196
26.196;0.731;N;26.926
26.926;0.614;N;27.540
27.540;0.967;N;28.507
28.507;0.697;N;29.204
29.204;0.700;N;29.904
29.904;0.561;A;30.465
30.465;0.339;A;30.804
30.804;0.981;N;31.785
31.785;0.675;N;32.460
32.460;0.703;N;33.163
33.163;0.678;N;33.840
33.840;0.581;A;34.421
34.421;0.369;A;34.790
34.790;0.778;N;35.568
35.568;0.631;N;36.199
36.199;0.514;A;36.713
36.713;0.697;N;37.410
37.410;0.753;N;38.163
38.163;0.706;N;38.868
38.868;0.611;N;39.480
39.480;0.700;N;40.180
40.180;0.606;N;40.785
40.785;0.794;N;41.580
41.580;0.642;N;42.221
42.221;0.636;N;42.858
42.858;0.636;N;43.494
43.494;0.644;N;44.138
44.138;0.697;N;44.835
44.835;0.631;N;45.466
45.466;0.703;N;46.169
46.169;0.667;N;46.836
46.836;0.419;A;47.255
47.255;0.731;N;47.986
47.986;0.728;N;48.713
48.713;0.736;N;49.450
49.450;0.744;N;50.194
50.194;0.564;A;50.758
50.758;0.711;N;51.469
51.469;0.650;N;52.119
52.119;0.639;N;52.758
52.758;0.350;A;53.108
53.108;0.700;N;53.808
53.808;0.556;A;54.364
54.364;0.589;A;54.953
54.953;0.742;N;55.694
55.694;0.667;N;56.361
56.361;0.656;N;57.017
57.017;0.506;A;57.522
57.522;0.986;N;58.508
58.508;0.556;A;59.064
59.064;0.544;A;59.608
59.064;0.544;A;59.608
