0.608;0.767;N;1.375
1.375;0.775;N;2.150
2.150;0.764;N;2.914
2.914;0.756;N;3.670
3.670;0.742;N;4.411
4.411;0.783;N;5.195
5.195;0.750;N;5.945
5.945;0.717;N;6.661
6.661;0.731;N;7.392
7.392;0.725;N;8.117
8.117;0.742;N;8.859
8.859;0.750;N;9.609
9.609;0.739;N;10.348
10.348;0.714;N;11.062
11.062;0.750;N;11.812
11.812;0.767;N;12.578
12.578;0.736;N;13.315
13.315;0.717;N;14.031
14.031;0.733;N;14.765
14.765;0.744;N;15.509
15.509;0.758;N;16.267
16.267;0.739;N;17.006
17.006;0.731;N;17.737
17.737;0.761;N;18.498
18.498;0.764;N;19.262
19.262;0.736;N;19.998
19.998;0.719;N;20.718
20.718;0.731;N;21.448
21.448;0.750;N;22.198
22.198;0.756;N;22.954
22.954;1.467;A;24.421
24.421;0.747;N;25.168
25.168;0.764;N;25.932
25.932;0.739;N;26.671
26.671;0.733;N;27.404
27.404;0.744;N;28.149
28.149;0.747;N;28.896
28.896;0.778;N;29.674
29.674;0.758;N;30.432
30.432;0.747;N;31.179
31.179;0.742;N;31.921
31.921;0.789;N;32.710
32.710;0.764;N;33.474
33.474;0.756;N;34.229
34.229;0.764;N;34.993
34.993;0.747;N;35.741
35.741;0.772;N;36.513
36.513;0.758;N;37.271
37.271;0.736;N;38.007
38.007;0.736;N;38.743
38.743;0.783;N;39.527
39.527;0.739;N;40.266
40.266;0.728;N;40.994
40.994;0.742;N;41.735
41.735;0.739;N;42.474
42.474;0.756;N;43.230
43.230;0.767;N;43.996
43.996;0.758;N;44.755
44.755;0.764;N;45.519
45.519;0.811;N;46.330
46.330;0.772;N;47.102
47.102;0.747;N;47.849
47.849;0.772;N;48.622
48.622;0.767;N;49.388
49.388;0.778;N;50.166
50.166;0.756;N;50.922
50.922;0.739;N;51.661
51.661;0.742;N;52.402
52.402;0.764;N;53.166
53.166;0.736;N;53.902
53.902;0.700;N;54.603
54.603;0.733;N;55.336
55.336;0.731;N;56.066
56.066;0.747;N;56.814
56.814;0.747;N;57.561
57.561;0.736;N;58.297
58.297;0.725;N;59.022
59.022;0.764;N;59.786
59.022;0.764;N;59.786
