0.306;0.439;A;0.744
0.744;0.625;N;1.370
1.370;0.542;A;1.911
1.911;0.553;A;2.464
2.464;0.564;A;3.028
3.028;0.547;A;3.575
3.575;0.539;A;4.114
4.114;0.522;A;4.636
4.636;0.542;A;5.178
5.178;0.547;A;5.725
5.725;0.528;A;6.253
6.253;0.544;A;6.798
6.798;0.553;A;7.350
7.350;0.558;A;7.909
7.909;0.522;A;8.431
8.431;0.553;A;8.984
8.984;0.525;A;9.509
9.509;0.539;A;10.048
10.048;0.564;A;10.612
10.612;0.561;A;11.173
11.173;0.536;A;11.709
11.709;0.556;A;12.264
12.264;0.531;A;12.795
12.795;0.536;A;13.331
13.331;0.531;A;13.862
13.862;0.547;A;14.409
14.409;0.561;A;14.970
14.970;0.544;A;15.515
15.515;0.556;A;16.070
16.070;0.533;A;16.604
16.604;0.539;A;17.142
17.142;0.528;A;17.670
17.670;0.547;A;18.218
18.218;0.553;A;18.770
18.770;0.553;A;19.323
19.323;0.536;A;19.859
19.859;0.550;A;20.409
20.409;0.525;A;20.934
20.934;0.536;A;21.470
21.470;0.556;A;22.026
22.026;0.533;A;22.559
22.559;0.542;A;23.101
23.101;0.544;A;23.646
23.646;0.561;A;24.207
24.207;0.553;A;24.759
24.759;0.544;A;25.304
25.304;0.528;A;25.832
25.832;0.544;A;26.376
26.376;0.558;A;26.935
26.935;0.558;A;27.493
27.493;0.533;A;28.026
28.026;0.553;A;28.579
28.579;0.522;A;29.101
29.101;0.539;A;29.640
29.640;0.539;A;30.179
30.179;0.533;A;30.713
30.713;0.542;A;31.254
31.254;0.544;A;31.799
31.799;0.567;A;32.365
32.365;0.528;A;32.893
32.893;0.539;A;33.432
33.432;0.536;A;33.968
33.968;0.544;A;34.513
34.513;0.544;A;35.057
35.057;0.564;A;35.621
35.621;0.547;A;36.168
36.168;0.550;A;36.718
36.718;0.522;A;37.241
37.241;0.536;A;37.777
37.777;0.544;A;38.321
38.321;0.547;A;38.868
38.868;0.544;A;39.413
39.413;0.542;A;39.955
39.955;0.553;A;40.507
40.507;0.544;A;41.052
41.052;0.536;A;41.588
41.588;0.525;A;42.113
42.113;0.536;A;42.649
42.649;0.547;A;43.196
43.196;0.558;A;43.755
43.755;0.536;A;44.291
44.291;0.547;A;44.838
44.838;0.539;A;45.377
45.377;0.533;A;45.910
45.910;0.536;A;46.447
46.447;0.556;A;47.002
47.002;0.528;A;47.530
47.530;0.556;A;48.086
48.086;0.564;A;48.649
48.649;0.544;A;49.194
49.194;0.533;A;49.727
49.727;0.539;A;50.266
50.266;0.533;A;50.800
50.800;0.553;A;51.352
51.352;0.556;A;51.908
51.908;0.542;A;52.450
52.450;0.539;A;52.989
52.989;0.536;A;53.525
53.525;0.533;A;54.058
54.058;0.528;A;54.586
54.586;0.550;A;55.136
55.136;0.533;A;55.669
55.669;0.547;A;56.216
56.216;0.544;A;56.761
56.761;0.544;A;57.305
57.305;0.539;A;57.844
57.844;0.542;A;58.386
58.386;0.525;A;58.911
58.911;0.542;A;59.453
59.453;0.547;A;60.000
59.453;0.547;A;60.000
