0.669;0.722;N;1.392
1.392;0.567;A;1.958
1.958;0.758;N;2.717
2.717;0.511;A;3.228
3.228;0.792;N;4.020
4.020;0.497;A;4.517
4.517;0.753;N;5.270
5.270;0.531;A;5.800
5.800;0.717;N;6.517
6.517;0.489;A;7.006
7.006;0.769;N;7.775
7.775;0.572;A;8.348
8.348;0.861;N;9.209
9.209;0.511;A;9.720
9.720;0.703;N;10.423
10.423;0.661;N;11.084
11.084;0.625;N;11.709
11.709;0.597;A;12.306
12.306;0.639;N;12.945
12.945;0.653;N;13.598
13.598;0.706;N;14.303
14.303;0.686;N;14.990
14.990;0.622;N;15.612
15.612;0.600;N;16.212
16.212;0.739;N;16.951
16.951;0.553;A;17.504
17.504;0.725;N;18.229
18.229;0.478;A;18.706
18.706;0.992;N;19.698
19.698;0.514;A;20.212
20.212;0.542;A;20.754
20.754;1.228;A;21.982
21.982;0.489;A;22.470
22.470;0.886;N;23.357
23.357;0.514;A;23.871
23.871;0.408;A;24.279
24.279;1.233;A;25.512
25.512;0.600;N;26.112
26.112;0.903;N;27.015
27.015;0.700;N;27.715
27.715;0.653;N;28.368
28.368;0.664;N;29.032
29.032;0.658;N;29.690
29.690;0.633;N;30.324
30.324;0.642;N;30.965
30.965;0.636;N;31.601
31.601;0.708;N;32.310
32.310;0.669;N;32.979
32.979;0.836;N;33.815
33.815;0.575;A;34.390
34.390;0.989;N;35.379
35.379;0.500;A;35.879
35.879;0.417;A;36.296
36.296;1.308;A;37.605
37.605;0.589;A;38.193
38.193;1.017;A;39.210
39.210;0.722;N;39.932
39.932;0.494;A;40.427
40.427;1.014;A;41.441
41.441;0.508;A;41.949
41.949;0.900;N;42.849
42.849;0.517;A;43.366
43.366;0.922;N;44.288
44.288;0.739;N;45.027
45.027;0.533;A;45.560
45.560;0.856;N;46.416
46.416;0.519;A;46.936
46.936;0.783;N;47.719
47.719;0.489;A;48.208
48.208;0.906;N;49.113
49.113;0.544;A;49.658
49.658;0.939;N;50.597
50.597;0.514;A;51.111
51.111;0.869;N;51.980
51.980;0.672;N;52.652
52.652;0.528;A;53.180
53.180;0.842;N;54.022
54.022;0.481;A;54.503
54.503;0.858;N;55.361
55.361;0.514;A;55.875
55.875;0.919;N;56.794
56.794;0.589;A;57.383
57.383;0.864;N;58.247
58.247;0.467;A;58.714
58.714;0.747;N;59.461
59.461;0.514;A;59.975
59.461;0.514;A;59.975
