0.233;1.333;A;1.567
1.567;1.308;A;2.875
2.875;1.325;A;4.200
4.200;1.186;A;5.386
5.386;1.153;A;6.539
6.539;1.339;A;7.878
7.878;1.214;A;9.092
9.092;1.133;A;10.225
10.225;1.353;A;11.578
11.578;1.322;A;12.901
12.901;1.225;A;14.126
14.126;1.453;A;15.578
15.578;1.331;A;16.909
16.909;1.217;A;18.126
18.126;1.333;A;19.459
19.459;1.342;A;20.801
20.801;1.242;A;22.043
22.043;1.356;A;23.398
23.398;1.342;A;24.740
24.740;1.206;A;25.946
25.946;1.297;A;27.243
27.243;1.333;A;28.576
28.576;1.222;A;29.799
29.799;1.347;A;31.146
31.146;1.342;A;32.488
32.488;1.289;A;33.777
33.777;1.361;A;35.138
35.138;1.331;A;36.468
36.468;1.156;A;37.624
37.624;1.283;A;38.907
38.907;1.239;A;40.146
40.146;1.139;A;41.285
41.285;1.189;A;42.474
42.474;1.236;A;43.710
43.710;1.083;A;44.794
44.794;1.117;A;45.910
45.910;1.208;A;47.119
47.119;1.122;A;48.241
48.241;1.075;A;49.316
49.316;1.264;A;50.580
50.580;1.183;A;51.764
51.764;1.128;A;52.891
52.891;1.295;A;54.186
54.186;1.175;A;55.361
55.361;1.119;A;56.480
56.480;1.211;A;57.692
57.692;1.142;A;58.833
58.833;1.081;A;59.914
58.833;1.081;A;59.914
